Unnamed: 0.1,Unnamed: 0,index(),Регион,Населенный пункт,Группа компаний,ID проекта,Проект,Корпус,Класс недвижимости,Статус,Месяц,"Продано квартир, шт","Продано квартир, м2","Продано квартир, руб","Продано нежилых, шт","Продано нежилых, м2","Продано нежилых, руб","Продано машиномест, шт","Продано машиномест, м2","Продано машиномест, руб",Таргет,ЖК,Количество квартир,Общая площадь квартир,Дата получения РС,Дата публикации ИНС,Подъездов в доме,Количество квартир на этаже,Количество этажей,Пассажирских лифтов в доме,Грузовых лифтов в доме,Инфраструктура: Продукты,Инфраструктура: Медицина,Инфраструктура: Спорт,Инфраструктура: Новостройки,Инфраструктура: Школы,Инфраструктура: Детские сады,Всероссийский застройщик,Количество студий,Количество однокомнатных квартир,Количество двухкомнатных квартир,Количество трехкомнатных квартир,Количество четырехкомнатных квартир,Количество остальных квартир,Высота потолков,Площадь коммерческих помещений,Всего парковочных мест,Парковочных мест внутри дома,Парковочных мест у дома,Гостевых мест,Общая площадь земельного участка,Площадь детских площадок,Площадь особых площадок,Площадь спортивных площадок,Высота над уровнем моря,Самая низкая точка 250м,Самая высокая точка 250м,Широта,Долгота,Район,Количество домов 250м,Средняя этажность 250м,Расстояние до ближайшего строения,Инфраструктура: Торговые центры,Инфраструктура: Супермаркеты,Инфраструктура: Рядом ВУЗ,Есть железная дорога 250м,Есть ЛЭП 100м,Есть магистральные дороги 100м,Есть АЗС 100м,Есть скверы 500м,Есть лес 500м,Есть водоем 500м,Есть пляж 1000м,Есть кладбище 250м,Есть тюрьма 250м,Есть ПНД 250м,Есть наркодиспансер 250м,Есть промзона 250м,Есть гаражи 500м,Разнообразие общественного транспорта 1000м,Станции электропоезда 1000м,Уехать без пересадок: Луговая,Расстояние по навигатору до: Луговая,Уехать без пересадок: Центр,Расстояние по навигатору до: Центр,Уехать без пересадок: Первая речка,Расстояние по навигатору до: Первая речка,Уехать без пересадок: Вторая речка,Расстояние по навигатору до: Вторая речка,Уехать без пересадок: Третья рабочая,Расстояние по навигатору до: Третья рабочая,Уехать без пересадок: Окатовая,Расстояние по навигатору до: Окатовая,Уехать без пересадок: Баляева,Расстояние по навигатору до: Баляева,Уехать без пересадок: Кампус ДВФУ,Расстояние по навигатору до: Кампус ДВФУ,Расстояние по навигатору до: Артем,Расстояние по навигатору до: В-надеждинское,Основной материал фасада,Вспомогательный материал фасада,Тип дома,Тип фасада,Есть квартиры без отделки,Есть квартиры с черновой отделкой,Есть квартиры с чистовой отделкой,Есть квартиры под ключ,Закрытая территория,Видеонаблюдение во дворе,Есть площадки для собак,Есть велопарковка,Внутренний двор без машин,Вид из окна на море,Дата сбора информации,"Общая сумма полученных денег с проданных квартир, руб",Количество проданных машиномест,Количество проданных квартир,Общая площадь проданных квартир,Процент распроданности,Кумулятивная средняя стоимость кв.метра,Количество проданных нежилых помещений
1538,5296,5 297,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Февраль 2022,4.0,122.13,18919889.0,0.0,0.0,0.0,0.0,0.0,0.0,154915.9829689675,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1539,5297,5 298,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Март 2022,4.0,164.3,23943024.0,0.0,0.0,0.0,0.0,0.0,0.0,145727.47413268412,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1540,5298,5 299,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Апрель 2022,3.0,95.07,15837566.0,0.0,0.0,0.0,0.0,0.0,0.0,166588.47165246663,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1541,5299,5 300,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Май 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1542,5300,5 301,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Июнь 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1543,5301,5 302,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Июль 2022,1.0,58.45,8804439.0,0.0,0.0,0.0,0.0,0.0,0.0,150631.97604790417,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1544,5302,5 303,Приморский край,Владивосток,Эскадра,225064,Panorama,43670,Комфорт,Строится,Август 2022,2.0,66.46,11091689.0,0.0,0.0,0.0,0.0,0.0,0.0,166892.70237736986,Panorama 43670,204,8383,2021-10-29 00:00:00,2021-11-22 00:00:00,1,9,25,3,0,50,4,34,18,9,16,Нет,117,1,41,45,0,0,2.7,25.0,105,0,46,59,18787,207.0,58.0,217.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,24,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1545,5303,5 304,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Октябрь 2021,,,,,,,,,,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1546,5304,5 305,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Ноябрь 2021,,,,,,,,,,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1547,5305,5 306,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Декабрь 2021,,,,,,,,,,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1548,5306,5 307,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Январь 2022,,,,,,,,,,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1549,5307,5 308,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Февраль 2022,2.0,91.04,13558447.0,0.0,0.0,0.0,0.0,0.0,0.0,148928.4600175747,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1550,5308,5 309,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Март 2022,7.0,323.96,47935493.0,0.0,0.0,0.0,0.0,0.0,0.0,147967.32003951105,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1551,5309,5 310,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Апрель 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1552,5310,5 311,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Май 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1553,5311,5 312,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Июнь 2022,2.0,72.98,11612700.0,0.0,0.0,0.0,0.0,0.0,0.0,159121.67717182788,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1554,5312,5 313,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Июль 2022,2.0,76.49,12276000.0,0.0,0.0,0.0,0.0,0.0,0.0,160491.5675251667,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1555,5313,5 314,Приморский край,Владивосток,Эскадра,225064,Panorama,43671,Комфорт,Строится,Август 2022,2.0,76.49,12836732.0,0.0,0.0,0.0,0.0,0.0,0.0,167822.3558635116,Panorama 43671,175,8261,2021-10-29 00:00:00,2021-11-22 00:00:00,1,8,25,2,0,50,4,32,17,9,16,Нет,1,87,44,43,0,0,2.7,667.0,139,0,80,59,6116,204.0,57.0,214.0,123,86,174,43.122889,131.934626,Третья рабочая,33,6.0,23,1,8,Да,Нет,Нет,Нет,Нет,Да,Нет,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да,2,Нет,Да,4,Да,6.0,Да,4.0,Да,7,Да,1.0,Да,7,Да,2.0,Да,19,43,36,Пластик,Стекло,Монолит,Навесной фасад,Да,Да,Нет,Нет,Нет,Неизвестно,Да,Нет,Нет,0.0,2022-08-03 00:00:00,,,,,,,
1556,5731,5 732,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Май 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,5732,5 733,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Июнь 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,5733,5 734,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Июль 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,5734,5 735,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Август 2021,6.0,393.36,47134480.0,0.0,0.0,0.0,0.0,0.0,0.0,119825.29997966239,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,5735,5 736,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Сентябрь 2021,4.0,355.96,34900030.0,0.0,0.0,0.0,0.0,0.0,0.0,98044.80840543882,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,5736,5 737,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Октябрь 2021,7.0,492.82,56076790.0,3.0,8.88,856100.0,0.0,0.0,0.0,113787.56949799115,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,5737,5 738,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Ноябрь 2021,15.0,1205.33,129315040.0,0.0,0.0,0.0,0.0,0.0,0.0,107286.00466262353,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,5738,5 739,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Декабрь 2021,9.0,837.96,86542906.0,5.0,40.39,254000.0,0.0,0.0,0.0,103278.08725953505,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,5739,5 740,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Январь 2022,5.0,479.66,46800680.0,4.0,25.75,512900.0,0.0,0.0,0.0,97570.52912479673,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,5740,5 741,Приморский край,Вольно-Надеждинское,СЗ ДНС ДОМ,10479,Формат,41119,Комфорт,Сдан,Февраль 2022,2.0,149.86,17533500.0,0.0,0.0,0.0,0.0,0.0,0.0,116999.19925263578,Формат 41119,66,5 652,19.08.2020,28.08.2020,6,4,5,0,0,3,0,0,6,0,0,Нет,0,0,7,23,23,13,2.7,0.0,73,0,0,73,13773,155.3,39.0,144.0,17,9,19,43.194519,131.496553,Дальний пригород,10,5.0,60,0,0,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,35,Нет,29.0,Нет,27.0,Да,22,Нет,29.0,Нет,33,Нет,28.0,Нет,45,22,9,Другой,Другой,Монолит,Панель,Нет,Да,Да,Нет,Да,Да,Нет,Да,Нет,0.0,26.12.2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
